seq	sample	group	batch	snv_D5-precision	snv_D5-recall	snv_D6-precision	snv_D6-recall	snv_F7-precision	snv_F7-recall	snv_M8-precision	snv_M8-recall	snv_mendelian	indel_D5-precision	indel_D5-recall	indel_D6-precision	indel_D6-recall	indel_F7-precision	indel_F7-recall	indel_M8-precision	indel_M8-recall	indel_mendelian
WES	302087-3	PCR	302087	0.9939	0.9976999999999999	0.9934000000000001	0.9982	0.9943000000000001	0.9978	0.9934000000000001	0.9983	0.974238876	0.9490999999999999	0.9655	0.9387000000000001	0.9745	0.9304000000000001	0.9612	0.958	0.9849	0.829234013
WES	303033-1	PCR	303033	0.9942	0.9978	0.9943000000000001	0.9978	0.9940000000000001	0.9981	0.9945	0.9975	0.976900425	0.9228000000000001	0.9581999999999999	0.9236	0.9581999999999999	0.9174	0.9540000000000001	0.9209999999999999	0.9512	0.84360301
WES	303033-2	PCR	303033	0.9939	0.9978	0.9943000000000001	0.9981	0.9944	0.9976	0.9945	0.9976999999999999	0.976532369	0.9319	0.9571999999999999	0.9325	0.9601999999999999	0.9177	0.9525	0.9259000000000001	0.9586	0.848905625
WES	303033-3	PCR	303033	0.9942	0.9979	0.9943000000000001	0.9981	0.9943000000000001	0.9981	0.9947	0.9979	0.977066818	0.9311	0.9587	0.9378	0.9662000000000001	0.9215000000000001	0.956	0.9225	0.9591	0.854994125
WES	308004-1	PCR	308004	0.9958	0.9965999999999999	0.9959	0.9965999999999999	0.9954000000000001	0.9948	0.9953	0.9948999999999999	0.982542777	0.8803	0.9369	0.8803	0.9369	0.8615999999999999	0.9301999999999999	0.8824	0.9390000000000001	0.823103505
WES	308004-2	PCR	308004	0.9954999999999999	0.9961	0.9953	0.9967	0.9953	0.9954000000000001	0.9956999999999999	0.9961	0.982407896	0.8839	0.9388	0.8795999999999999	0.9392	0.8687	0.9317	0.8753	0.9346	0.817365758
WES	308004-3	PCR	308004	0.9956	0.9964	0.9956	0.9969	0.9954999999999999	0.9956	0.9954999999999999	0.9962000000000001	0.982705576	0.8833	0.9369	0.8826999999999999	0.9392	0.8698	0.9325	0.8795000000000001	0.9338	0.817760873
WES	312006-1	PCR	312006	0.9961	0.9963	0.9962000000000001	0.9959	0.9958	0.9962000000000001	0.9964	0.9959	0.980602247	0.8983	0.9478	0.8966	0.9459000000000001	0.879	0.9388	0.885	0.9367	0.813556485
WES	312006-2	PCR	312006	0.9961	0.996	0.9958	0.9952	0.9959	0.9963	0.9965	0.9956999999999999	0.979235582	0.8942	0.9459000000000001	0.8919	0.9425	0.8743000000000001	0.9354	0.8926000000000001	0.9440999999999999	0.804759511
WES	312006-3	PCR	312006	0.9961	0.996	0.9959	0.9956	0.9958	0.9956999999999999	0.9959	0.996	0.980808317	0.889	0.9414	0.8956999999999999	0.9466	0.8756999999999999	0.9342	0.8797	0.9362999999999999	0.798891129
WES	314133-1	PCR	314133	0.9948	0.9894	0.995	0.9886	0.9959	0.9891	0.9959	0.9894	0.961734838	0.924	0.9246	0.9275	0.9234	0.9316	0.9251999999999999	0.9264	0.9251999999999999	0.798
WES	314133-2	PCR	314133	0.9944	0.988	0.9943000000000001	0.9881	0.9951000000000001	0.9904999999999999	0.9954999999999999	0.9879000000000001	0.961550409	0.929	0.9214	0.9220999999999999	0.9224	0.9277	0.9309999999999999	0.9231999999999999	0.9242	0.792518703
WES	314133-3	PCR	314133	0.9947	0.9895999999999999	0.9948999999999999	0.9879000000000001	0.9942	0.9856	0.9953	0.9891	0.961458495	0.9267	0.9279999999999999	0.9243000000000001	0.92	0.9215000000000001	0.912	0.9238	0.9211	0.780399501
WES	321031-1	PCR	321031	0.995	0.9897	0.9954000000000001	0.9914000000000001	0.9952	0.9909	0.9953	0.99	0.963914838	0.9305	0.9275	0.9306	0.9355	0.937	0.9361	0.9323	0.9296	0.805025887
WES	321031-2	PCR	321031	0.9948999999999999	0.9891	0.9934999999999999	0.9903	0.9943000000000001	0.9883	0.9954000000000001	0.9897	0.964986311	0.9312999999999999	0.9265000000000001	0.9296	0.9301999999999999	0.9290999999999999	0.9188	0.9364	0.9329999999999999	0.807799091
WES	321031-3	PCR	321031	0.9945999999999999	0.9895999999999999	0.9944	0.9887999999999999	0.9945	0.9903	0.9952	0.9893000000000001	0.963394718	0.9353	0.9316	0.9340999999999999	0.9299	0.9281999999999999	0.9325	0.9331999999999999	0.9286	0.8069976
WES	322021-1	PCR	322021	0.9954999999999999	0.988	0.9945	0.9886	0.9951000000000001	0.9884999999999999	0.9948	0.9878	0.964569101	0.9328	0.9261	0.9340999999999999	0.9292	0.9305	0.9259000000000001	0.9297	0.9233	0.798487713
WES	322021-2	PCR	322021	0.996	0.9891	0.9948	0.9895	0.9941	0.9897	0.9945	0.9887	0.962447198	0.9327	0.9285	0.9331999999999999	0.9287000000000001	0.9320999999999999	0.9283	0.9308	0.9267	0.804507533
WES	322021-3	PCR	322021	0.9961	0.9914000000000001	0.9945	0.9903	0.9951000000000001	0.9894	0.9941	0.9882	0.963799819	0.9355	0.9377	0.9246	0.9279999999999999	0.9298000000000001	0.9283	0.9314	0.9281999999999999	0.804619226
WES	322024-1	PCR	322024	0.9954000000000001	0.996	0.9944	0.9953	0.9944	0.9953	0.9951000000000001	0.9962000000000001	0.976107639	0.9287000000000001	0.9775	0.9283	0.9714	0.9225	0.9723999999999999	0.9259000000000001	0.9756	0.902697495
WES	322024-2	PCR	322024	0.9948	0.9965999999999999	0.9948999999999999	0.9964	0.9948999999999999	0.9953	0.9947	0.9965999999999999	0.976523799	0.9323	0.9775	0.9340999999999999	0.9775	0.9339	0.9765999999999999	0.9268000000000001	0.9634	0.896749522
WES	322024-3	PCR	322024	0.995	0.9967	0.9948	0.9961	0.9948	0.996	0.995	0.9965999999999999	0.976780043	0.9375	0.9734	0.9304000000000001	0.9754999999999999	0.9361	0.983	0.9327	0.9715	0.900483092
WES	322057-1	PCR	322057	0.9881	0.9948999999999999	0.9884000000000001	0.9945999999999999	0.9879000000000001	0.9953	0.9884000000000001	0.9951000000000001	0.962349657098	0.8809999999999999	0.935	0.8837	0.9290999999999999	0.8754000000000001	0.9288	0.8781	0.9315000000000001	0.779316837009
WES	322057-2	PCR	322057	0.9887	0.995	0.9884000000000001	0.9945999999999999	0.9883	0.9947	0.9887	0.9951000000000001	0.962880590324	0.8825	0.9316	0.8752	0.93	0.8675	0.9238	0.8815999999999999	0.9336	0.788222726666
WES	322057-3	PCR	322057	0.9884999999999999	0.995	0.9890000000000001	0.9951000000000001	0.9884000000000001	0.9952	0.9887999999999999	0.9948999999999999	0.964026915114	0.8751000000000001	0.9272	0.8734999999999999	0.9238	0.8698999999999999	0.9269	0.8765999999999999	0.9296	0.777881911903
WGS	BGI_SEQ2000_BGI_20180518_1	PCR	BGI_SEQ2000_BGI_20180518_PCR	0.9967	0.9979	0.9967	0.998	0.9966	0.9978	0.9965	0.9978	0.9512	0.9756	0.9809	0.9762	0.9821	0.9718	0.9807	0.9718	0.9789	0.7955
WGS	BGI_SEQ2000_BGI_20180518_2	PCR	BGI_SEQ2000_BGI_20180518_PCR	0.9967	0.9979	0.9967	0.9979	0.9965	0.9976	0.9966	0.9973	0.9505	0.9761	0.9803	0.9753	0.9809	0.9705	0.9769	0.9708	0.9747	0.7931
WGS	BGI_SEQ2000_BGI_20180518_3	PCR	BGI_SEQ2000_BGI_20180518_PCR	0.9967	0.9981	0.9966	0.998	0.9964	0.9973	0.9966	0.9977	0.9505	0.9764	0.9834	0.9764	0.9821	0.9704	0.9743	0.9716	0.9793	0.7955
WGS	BGI_T7_WGE_20191105_1	PCR-free	BGI_T7_WGE_20191105_PCR-free	0.9969	0.9968	0.9969	0.9962	0.9967	0.9958	0.9968	0.9959	0.9493	0.9861	0.9814	0.9854	0.9782	0.9847	0.9772	0.9845	0.9769	0.8792
WGS	BGI_T7_WGE_20191105_2	PCR-free	BGI_T7_WGE_20191105_PCR-free	0.9969	0.9964	0.997	0.997	0.9967	0.9964	0.9968	0.9962	0.9495	0.9858	0.98	0.9866	0.9824	0.9854	0.9811	0.9848	0.9787	0.8817
WGS	BGI_T7_WGE_20191105_3	PCR-free	BGI_T7_WGE_20191105_PCR-free	0.9969	0.9969	0.9969	0.997	0.9967	0.9963	0.9968	0.9963	0.95	0.9863	0.9824	0.9865	0.9831	0.9851	0.9804	0.9851	0.9789	0.8852
WGS	ILM_Nova_ARD_20181108_1	PCR-free	ILM_Nova_ARD_20181108_PCR-free	0.9975	0.9994	0.9976	0.9996	0.9963	0.9981	0.9959	0.9978	0.9487	0.9883	0.9961	0.9888	0.9973	0.9845	0.9924	0.9826	0.9909	0.8909
WGS	ILM_Nova_ARD_20181108_2	PCR-free	ILM_Nova_ARD_20181108_PCR-free	0.9967	0.9983	0.9957	0.9978	0.9937	0.9957	0.995	0.997	0.9456	0.9855	0.992	0.9833	0.9918	0.9795	0.9872	0.9815	0.989	0.8781
WGS	ILM_Nova_ARD_20181108_3	PCR-free	ILM_Nova_ARD_20181108_PCR-free	0.9964	0.9985	0.9964	0.9984	0.9958	0.9978	0.9965	0.9983	0.9468	0.9844	0.9938	0.9844	0.9938	0.9834	0.9915	0.9846	0.9923	0.8847
WGS	ILM_Nova_ARD_20190111_1	PCR-free	ILM_Nova_ARD_20190111_PCR-free	0.9976	0.9996	0.9975	0.9996	0.9969	0.9991	0.9974	0.9997	0.9512	0.9887	0.9972	0.9884	0.9971	0.9856	0.9946	0.988	0.997	0.8887
WGS	ILM_Nova_ARD_20190111_2	PCR-free	ILM_Nova_ARD_20190111_PCR-free	0.9976	0.9997	0.9974	0.9995	0.9965	0.9988	0.9975	0.9995	0.9512	0.9888	0.9973	0.9877	0.9961	0.9846	0.994	0.9878	0.9958	0.8865
WGS	ILM_Nova_ARD_20190111_3	PCR-free	ILM_Nova_ARD_20190111_PCR-free	0.9976	0.9997	0.9973	0.9991	0.9972	0.9993	0.9972	0.9995	0.949	0.9889	0.9975	0.987	0.9903	0.9867	0.9952	0.9867	0.9958	0.8623
WGS	ILM_Nova_BRG_20180930_1	PCR-free	ILM_Nova_BRG_20180930_PCR-free	0.9977	0.9996	0.9976	0.9995	0.9973	0.9994	0.9976	0.9994	0.9477	0.9893	0.9977	0.9891	0.9971	0.9881	0.9963	0.9884	0.9962	0.8934
WGS	ILM_Nova_BRG_20180930_2	PCR-free	ILM_Nova_BRG_20180930_PCR-free	0.9976	0.9995	0.9976	0.9995	0.9975	0.9994	0.9976	0.9996	0.9475	0.9891	0.9972	0.989	0.9969	0.9882	0.9965	0.9884	0.9971	0.8892
WGS	ILM_Nova_BRG_20180930_3	PCR-free	ILM_Nova_BRG_20180930_PCR-free	0.9977	0.9996	0.9976	0.9996	0.9975	0.9995	0.9975	0.9995	0.948	0.9891	0.9971	0.9892	0.9976	0.9882	0.997	0.9885	0.997	0.8951
WGS	ILM_Nova_WUX_20190917_1	PCR	ILM_Nova_WUX_20190917_PCR	0.9975	0.9991	0.962	0.9768	0.9457	0.9662	0.9974	0.9987	0.9203	0.9831	0.9906	0.9396	0.9572	0.9179	0.9378	0.9787	0.9841	0.7834
WGS	ILM_Nova_WUX_20190917_2	PCR	ILM_Nova_WUX_20190917_PCR	0.9975	0.999	0.962	0.9776	0.9463	0.9675	0.9974	0.9986	0.9212	0.982	0.9884	0.9408	0.9601	0.9177	0.9441	0.9793	0.9846	0.787
WGS	ILM_Nova_WUX_20190917_3	PCR	ILM_Nova_WUX_20190917_PCR	0.9974	0.9985	0.9607	0.9775	0.9451	0.9668	0.9974	0.9987	0.9201	0.9806	0.9839	0.9399	0.9619	0.9181	0.9422	0.9796	0.9864	0.7822
WGS	ILM_XTen_ARD_20170403_1	PCR	ILM_XTen_ARD_20170403_PCR	0.997	0.9976	0.9969	0.9974	0.9964	0.9967	0.9968	0.997	0.9488	0.9677	0.9743	0.9657	0.9712	0.9595	0.9667	0.961	0.9673	0.7387
WGS	ILM_XTen_ARD_20170403_2	PCR	ILM_XTen_ARD_20170403_PCR	0.9969	0.997	0.9969	0.9971	0.9964	0.9964	0.9967	0.9967	0.9483	0.9663	0.9717	0.9666	0.9715	0.9618	0.9681	0.9595	0.9655	0.7359
WGS	ILM_XTen_ARD_20170403_3	PCR	ILM_XTen_ARD_20170403_PCR	0.9969	0.9972	0.997	0.9972	0.9966	0.9965	0.9968	0.9969	0.9476	0.9662	0.9707	0.9666	0.9716	0.9602	0.9663	0.9596	0.966	0.7352
WGS	ILM_XTen_NVG_20170329_1	PCR	ILM_XTen_NVG_20170329_PCR	0.9968	0.9975	0.9968	0.9978	0.9965	0.9974	0.9888	0.9979	0.9453	0.95	0.9582	0.9532	0.9624	0.9495	0.9589	0.9465	0.961	0.6944
WGS	ILM_XTen_NVG_20170329_2	PCR	ILM_XTen_NVG_20170329_PCR	0.9968	0.9975	0.9969	0.9979	0.9964	0.9971	0.9964	0.9972	0.9458	0.9508	0.9588	0.9563	0.965	0.949	0.9565	0.9444	0.954	0.6986
WGS	ILM_XTen_NVG_20170329_3	PCR	ILM_XTen_NVG_20170329_PCR	0.9968	0.9978	0.9969	0.9982	0.9963	0.997	0.9967	0.9973	0.9458	0.9525	0.9606	0.9575	0.9681	0.9461	0.9543	0.9492	0.9563	0.7015
WGS	ILM_XTen_WUX_20170216_1	PCR	ILM_XTen_WUX_20170216_PCR	0.9974	0.999	0.9973	0.9986	0.997	0.9983	0.9972	0.9986	0.9457	0.9813	0.9881	0.9796	0.9836	0.9767	0.9824	0.9782	0.9852	0.8029
WGS	ILM_XTen_WUX_20170216_2	PCR	ILM_XTen_WUX_20170216_PCR	0.9974	0.9992	0.9973	0.9985	0.997	0.9985	0.9973	0.9988	0.946	0.9823	0.99	0.9785	0.9822	0.9778	0.9845	0.9791	0.9862	0.8032
WGS	ILM_XTen_WUX_20170216_3	PCR	ILM_XTen_WUX_20170216_PCR	0.9974	0.9989	0.9973	0.999	0.9969	0.9983	0.9972	0.9988	0.9465	0.981	0.9872	0.9814	0.9885	0.9768	0.9837	0.9785	0.987	0.8074
